image,timestamp,response,pred_label,pred_conf
car5-keyboard3,2024-02-24 14:41:57,G. car,car,1
bicycle9-knife3,2024-02-24 14:41:58,C. bicycle,bicycle,1
knife8-boat1,2024-02-24 14:41:58,A. airplane,airplane,1
knife3-bear2,2024-02-24 14:41:59,B. bear,bear,1
bottle3-bird1,2024-02-24 14:41:59,F. bottle,bottle,1
car6-truck3,2024-02-24 14:42:00,G. car,car,1
boat2-keyboard1,2024-02-24 14:42:00,N. knife,knife,1
airplane1-bicycle2,2024-02-24 14:42:01,A. airplane,airplane,1
chair5-truck3,2024-02-24 14:42:01,I. chair,chair,1
bottle7-clock1,2024-02-24 14:42:02,J. clock,clock,1
car8-airplane3,2024-02-24 14:42:02,G. car,car,1
chair8-chair3,2024-02-24 14:42:03,I. chair,chair,1
bear8-knife3,2024-02-24 14:42:03,B. bear,bear,1
car6-bear1,2024-02-24 14:42:03,H. cat,cat,1
airplane10-airplane1,2024-02-24 14:42:04,A. airplane,airplane,1
elephant4-bicycle2,2024-02-24 14:42:04,B. bear,bear,1
clock6-truck3,2024-02-24 14:42:05,G. car,car,1
bottle8-bird1,2024-02-24 14:42:05,F. bottle,bottle,1
bear4-truck3,2024-02-24 14:42:06,B. bear,bear,1
cat3-oven2,2024-02-24 14:42:06,H. cat,cat,1
bottle8-keyboard3,2024-02-24 14:42:07,M. keyboard,keyboard,1
clock10-bottle1,2024-02-24 14:42:07,F. bottle,bottle,1
airplane5-knife1,2024-02-24 14:42:07,N. knife,knife,1
bird4-bicycle2,2024-02-24 14:42:08,C. bicycle,bicycle,1
bird10-bird2,2024-02-24 14:42:08,D. bird,bird,1
bicycle7-elephant2,2024-02-24 14:42:09,C. bicycle,bicycle,1
bicycle7-cat1,2024-02-24 14:42:10,C. bicycle,bicycle,1
boat10-boat3,2024-02-24 14:42:10,E. boat,boat,1
keyboard5-bird3,2024-02-24 14:42:10,B. bear,bear,1
bicycle3-bird1,2024-02-24 14:42:11,C. bicycle,bicycle,1
airplane8-oven2,2024-02-24 14:42:12,C. bicycle,bicycle,1
bear4-clock3,2024-02-24 14:42:12,L. elephant,elephant,1
bicycle10-airplane2,2024-02-24 14:42:13,C. bicycle,bicycle,1
elephant10-bear1,2024-02-24 14:42:13,B. bear,bear,1
dog10-clock1,2024-02-24 14:42:13,K. dog,dog,1
bear8-bear1,2024-02-24 14:42:14,B. bear,bear,1
clock3-bicycle2,2024-02-24 14:42:14,J. clock,clock,1
truck3-bird2,2024-02-24 14:42:15,P. truck,truck,1
clock7-cat2,2024-02-24 14:42:15,J. clock,clock,1
chair10-bicycle1,2024-02-24 14:42:16,I. chair,chair,1
bottle9-truck1,2024-02-24 14:42:16,F. bottle,bottle,1
elephant1-bear2,2024-02-24 14:42:17,L. elephant,elephant,1
keyboard10-oven3,2024-02-24 14:42:17,M. keyboard,keyboard,1
airplane5-bird2,2024-02-24 14:42:17,A. airplane,airplane,1
bird9-bottle3,2024-02-24 14:42:18,D. bird,bird,1
boat7-keyboard3,2024-02-24 14:42:18,C. bicycle,bicycle,1
bicycle4-clock3,2024-02-24 14:42:19,C. bicycle,bicycle,1
boat4-bottle2,2024-02-24 14:42:19,F. bottle,bottle,1
truck5-cat3,2024-02-24 14:42:20,P. truck,truck,1
bird3-bottle2,2024-02-24 14:42:20,F. bottle,bottle,1
car6-bicycle3,2024-02-24 14:42:21,G. car,car,1
bird4-dog3,2024-02-24 14:42:21,K. dog,dog,1
bicycle7-oven1,2024-02-24 14:42:22,C. bicycle,bicycle,1
knife1-chair1,2024-02-24 14:42:22,C. bicycle,bicycle,1
oven3-clock3,2024-02-24 14:42:23,J. clock,clock,1
bear10-oven1,2024-02-24 14:42:23,B. bear,bear,1
cat5-dog3,2024-02-24 14:42:24,H. cat,cat,1
cat1-oven1,2024-02-24 14:42:24,H. cat,cat,1
bear3-bird3,2024-02-24 14:42:24,B. bear,bear,1
knife10-chair1,2024-02-24 14:42:25,I. chair,chair,1
knife3-keyboard3,2024-02-24 14:42:25,A. airplane,airplane,1
clock4-chair1,2024-02-24 14:42:26,J. clock,clock,1
oven10-boat2,2024-02-24 14:42:26,O. oven,oven,1
keyboard4-oven2,2024-02-24 14:42:27,M. keyboard,keyboard,1
clock10-airplane1,2024-02-24 14:42:27,J. clock,clock,1
bear8-dog1,2024-02-24 14:42:27,B. bear,bear,1
bottle4-airplane1,2024-02-24 14:42:28,F. bottle,bottle,1
bicycle4-oven3,2024-02-24 14:42:28,C. bicycle,bicycle,1
cat2-truck3,2024-02-24 14:42:29,H. cat,cat,1
boat7-clock3,2024-02-24 14:42:29,J. clock,clock,1
bear9-boat2,2024-02-24 14:42:30,B. bear,bear,1
elephant2-airplane3,2024-02-24 14:42:30,K. dog,dog,1
keyboard10-airplane3,2024-02-24 14:42:31,A. airplane,airplane,1
knife1-keyboard3,2024-02-24 14:42:31,M. keyboard,keyboard,1
knife6-dog2,2024-02-24 14:42:32,D. bird,bird,1
bear10-chair2,2024-02-24 14:42:32,I. chair,chair,1
knife1-airplane1,2024-02-24 14:42:32,A. airplane,airplane,1
cat7-truck2,2024-02-24 14:42:33,P. truck,truck,1
truck3-car3,2024-02-24 14:42:33,P. truck,truck,1
dog3-elephant2,2024-02-24 14:42:34,B. bear,bear,1
boat1-car2,2024-02-24 14:42:34,G. car,car,1
dog1-knife3,2024-02-24 14:42:35,K. dog,dog,1
dog7-keyboard3,2024-02-24 14:42:35,M. keyboard,keyboard,1
bird10-bicycle1,2024-02-24 14:42:36,D. bird,bird,1
oven6-truck1,2024-02-24 14:42:36,B. bear,bear,1
bicycle1-bottle3,2024-02-24 14:42:37,C. bicycle,bicycle,1
oven4-bottle2,2024-02-24 14:42:37,F. bottle,bottle,1
bottle3-boat3,2024-02-24 14:42:38,F. bottle,bottle,1
dog10-oven2,2024-02-24 14:42:38,K. dog,dog,1
clock7-boat3,2024-02-24 14:42:38,J. clock,clock,1
